,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
8529,Yakuza Kiwami,PS4,2020.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8530,F1 Championship Season 2000,PS2,2004.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71.0,11.0,,,E
8531,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2013.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8532,Pro Evolution Soccer 2014,PSP,2017.0,Action,Konami Digital Entertainment,0.0,0.02,0.14,0.0,0.16,,,,,E
8533,Robotech: Battlecry,GC,2006.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,74.0,11.0,8.4,5.0,T
8534,Zapper: One Wicked Cricket!,PS2,2006.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,
8535,Bomberman Land,PS,2004.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,,,,,
8536,Clash of the Titans,X360,2014.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,42.0,31.0,4.0,17.0,T
8537,NBA Live 08,Wii,2011.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,52.0,11.0,7.1,21.0,E
8538,Paws & Claws: Pet Resort,GBA,2010.0,Simulation,THQ,0.12,0.04,0.0,0.0,0.16,,,,,
8539,Kya: Dark Lineage,PS2,2007.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,69.0,25.0,8.9,28.0,T
8540,Curious George,GBA,2010.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,65.0,5.0,,,E
8541,F1 2011,3DS,2015.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.4,14.0,E
8542,Stronghold 3,PC,2015.0,Strategy,7Sixty LLC,0.06,0.1,0.0,0.0,0.16,47.0,29.0,3.0,350.0,T
8543,Lethal Skies II,PS2,2007.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,73.0,26.0,,,T
8544,Doctor Lautrec and the Forgotten Knights,3DS,2015.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53.0,19.0,6.1,8.0,E10+
8545,Kamaitachi no Yoru \xc3\x97 3,PS2,2010.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8546,Ar Nosurge: Ode to an Unborn Star,PS3,2018.0,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67.0,23.0,7.9,50.0,T
8547,Splatterhouse,PS3,2014.0,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.16,59.0,49.0,7.7,68.0,M
8548,Guilty Gear Judgment,PSP,2010.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,17.0,6.6,8.0,T
8549,Tom and Jerry: Infurnal Escape,GBA,2007.0,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,,,,,
8550,NCAA Football 09 All-Play,Wii,2012.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.0,5.8,32.0,E
8551,The Legend of Heroes VII: The Trail of Zero,PSP,2014.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,,,,,
8552,Kings Field,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,,,,,
8553,Lets Ride: Sunshine Stables,GBA,2009.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,,,,,
8554,Skylanders Imaginators,X360,2020.0,Platform,Activision,0.07,0.08,0.0,0.01,0.16,,,6.3,4.0,E10+
8555,World Stadium 4,PS,2004.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,,,,,
8556,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2010.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,,,,,E
8557,Midway Arcade Treasures 2,GC,2008.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,74.0,21.0,,,M
8558,Castlevania Judgment,Wii,2012.0,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,49.0,33.0,5.9,56.0,T
8559,NBA Street Homecourt,PS3,2011.0,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.16,81.0,31.0,6.5,16.0,E
8560,Hot Wheels World Race,GC,2007.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,59.0,5.0,7.0,5.0,E
8561,Monster Jam,Wii,2011.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16,,,7.8,8.0,E
8562,San Goku Shi Taisen DS,DS,2011.0,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8563,Aliens: Infestation,DS,2015.0,Action,Sega,0.09,0.05,0.0,0.02,0.16,76.0,43.0,8.2,29.0,T
8564,Kawa no Nushi Tsuri,PS,2002.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,,,,,
8565,N2O: Nitrous Oxide,PS,2002.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,,,,,
8566,Magic: The Gathering - Battlegrounds,X,2007.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,,,,,
8567,Apache: Air Assault,X360,2014.0,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0,T
8568,Dancing With The Stars,PS2,2011.0,Misc,Activision,0.08,0.06,0.0,0.02,0.16,,,,,E10+
8569,Angry Birds Trilogy,PS3,2016.0,Action,Activision,0.12,0.02,0.0,0.03,0.16,66.0,8.0,3.7,20.0,E
8570,Otogirisou,SNES,1996.0,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,,,,,
8571,Finding Nemo: Escape to the Big Blue,DS,2010.0,Action,THQ,0.12,0.03,0.0,0.01,0.16,66.0,5.0,,,E
8572,Guilty Gear Xrd: Sign,PS4,2018.0,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16,,,,,
8573,SD Gundam G Generation 3D,3DS,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8574,Crash Tag Team Racing,GC,2009.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66.0,14.0,7.3,11.0,E10+
8575,El Shaddai: Ascension of the Metatron,X360,2015.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75.0,44.0,7.0,47.0,T
8576,NPPL: Championship Paintball 2009,PS3,2012.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,45.0,9.0,7.4,10.0,E10+
8577,True Swing Golf,DS,2009.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,32.0,7.7,11.0,E
8578,Hannah Montana: Rock Out the Show,PSP,2013.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,,,,,
8579,TimeSplitters: Future Perfect,X,2009.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,83.0,54.0,8.9,35.0,M
8580,Zoo Hospital,Wii,2012.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.16,61.0,4.0,,,E
8581,Goosebumps HorrorLand,Wii,2012.0,Adventure,Scholastic Inc.,0.15,0.0,0.0,0.01,0.16,37.0,4.0,3.5,8.0,E10+
8582,Family Feud Decades,Wii,2014.0,Misc,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,,,E10+
8583,Midway Arcade Treasures 3,PS2,2009.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,67.0,23.0,,,E
8584,Thrillville: Off the Rails,X360,2011.0,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,73.0,24.0,2.8,34.0,E10+
8585,Dr. Muto,PS2,2006.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,,,,,
8586,Sonic Boom: Fire & Ice,3DS,2020.0,Platform,Sega,0.08,0.06,0.01,0.01,0.16,,,,,
8587,Family Game Night 4: The Game Show,Wii,2015.0,Misc,Electronic Arts,0.12,0.03,0.0,0.01,0.16,,,,,E
8588,DS Rakubiki Jiten,DS,2009.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,,,,
8589,Murdered: Soul Suspect,XOne,2018.0,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7.0,131.0,M
8590,SeaWorld Adventure Parks: Shamus Deep Sea Adventure,PS2,2009.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,,,,,
8591,Fatal Frame II: Crimson Butterfly,PS2,2007.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81.0,40.0,9.2,101.0,M
8592,Shadow Man: 2econd Coming,PS2,2006.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,24.0,7.6,8.0,M
8593,Yu-Gi-Oh! 5Ds Tag Force 6,PSP,2015.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8594,Dynasty Warriors 4,X,2007.0,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,75.0,18.0,8.8,18.0,T
8595,Warriors Orochi 3,X360,2015.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,71.0,9.0,8.1,19.0,T
8596,Beowulf: The Game,PS3,2011.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,51.0,18.0,5.2,17.0,M
8597,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2007.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,83.0,23.0,9.0,12.0,E
8598,Fracture,PS3,2012.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,62.0,40.0,5.8,18.0,T
8599,The Incredibles: Rise of the Underminer,GC,2009.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,67.0,7.0,6.6,7.0,E10+
8600,Dewys Adventure,Wii,2011.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,67.0,29.0,6.3,15.0,E
8601,Jikkyou Powerful Pro Yakyuu 3 97 Haru,SNES,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8602,Alone in the Dark: The New Nightmare,PS,2005.0,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,77.0,15.0,8.1,40.0,M
8603,The BIGS,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,77.0,19.0,7.2,12.0,E
8604,Flushed Away,GC,2010.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16,47.0,4.0,,,E
8605,Hyperdimension Neptunia Victory,PS3,2016.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55.0,19.0,7.8,94.0,T
8606,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2009.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,,,,,
8607,Pro Yaky? Spirits 3,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8608,Silent Scope 3,PS2,2006.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,61.0,12.0,,,M
8609,NASCAR Heat 2002,GBA,2006.0,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16,52.0,4.0,,,E
8610,Harvest Moon: The Lost Valley,3DS,2018.0,Simulation,Natsume,0.13,0.01,0.0,0.02,0.16,,,,,
8611,Marble Saga: Kororinpa,Wii,2013.0,Puzzle,Konami Digital Entertainment,0.09,0.05,0.0,0.01,0.16,74.0,16.0,7.3,6.0,E
8612,Namco Classic Fighter Collection,PS2,2012.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,,,,T
8613,International Superstar Soccer Deluxe,SNES,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8614,WRC 2: FIA World Rally Championship,PS3,2015.0,Racing,Ubisoft,0.0,0.12,0.0,0.04,0.16,,,,,
8615,Intellivision Lives!,PS2,2007.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,,,,,
8616,Robots,GC,2009.0,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16,56.0,4.0,,,E
8617,The King of Fighters XII,PS3,2013.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57.0,48.0,5.3,46.0,T
8618,Tak: Mojo Mistake,DS,2012.0,Action,THQ,0.15,0.0,0.0,0.01,0.16,,,,,E
8619,Dungeon Siege: Throne of Agony,PSP,2010.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,74.0,32.0,8.1,21.0,T
8620,Rio,DS,2015.0,Misc,THQ,0.12,0.03,0.0,0.01,0.16,59.0,5.0,,,E
8621,SimEarth: The Living Planet,SNES,1995.0,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16,,,,,
8622,Grease Dance,X360,2015.0,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,,,,,T
8623,Sengoku Basara: Chronicle Heroes,PSP,2015.0,Action,Capcom,0.0,0.0,0.16,0.0,0.16,,,,,
8624,Bakugan Battle Brawlers: Defenders of the Core,PSP,2014.0,Action,Activision,0.09,0.04,0.0,0.03,0.16,,,,,E10+
8625,Culdcept SAGA,X360,2010.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,75.0,33.0,8.7,49.0,T
8626,The Wild Thornberrys: Chimp Chase,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,,,,E
8627,The Crew,PC,2018.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,12.0,6.4,469.0,T
8628,World Series of Poker: Tournament of Champions 2007 Edition,X360,2010.0,Misc,Activision,0.15,0.0,0.0,0.01,0.16,,,,,
8629,Power Stakes,PS,2001.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16,,,,,
8630,The Powerpuff Girls: Chemical X-Traction,N64,2005.0,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16,,,,,
8631,Destruction Derby 64,N64,2003.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,,,,,
8632,Space Invaders,N64,2003.0,Shooter,Activision,0.13,0.03,0.0,0.0,0.16,,,,,
8633,California Speed,N64,2003.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,,,,,
8634,Starcraft 64,N64,2004.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,,,,,
8635,Buck Bumble,N64,2002.0,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,,,,,
8636,Wonder Project J2: Koruro no Mori no Josette,N64,2000.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16,,,,,
8637,Hydro Thunder,N64,2004.0,Racing,Midway Games,0.13,0.03,0.0,0.0,0.16,,,,,
8638,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,,,,,
8639,Asteroids Hyper 64,N64,2003.0,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16,,,,,
8640,Tom and Jerry in Fists of Furry,N64,2004.0,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16,,,,,
8641,Fighters Destiny,N64,2002.0,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,,,,,
8642,Create,PS3,2014.0,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,61.0,23.0,5.2,5.0,E
8643,Ready 2 Rumble Revolution,Wii,2013.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,37.0,31.0,,,T
8644,Disney Art Academy,3DS,2020.0,Action,Nintendo,0.03,0.04,0.09,0.01,0.16,72.0,16.0,6.8,5.0,E
8645,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2010.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,,,,,
8646,Macross Ace Frontier,PSP,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8647,Black & Bruised,PS2,2007.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,,,,,
8648,Eragon,DS,2010.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,63.0,17.0,7.6,13.0,T
8649,TimeShift,PS3,2011.0,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,70.0,16.0,6.3,27.0,M
8650,Spyro: Shadow Legacy,DS,2009.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.16,50.0,18.0,5.7,16.0,E
8651,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8652,Rapala Pro Fishing,X,2008.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,59.0,7.0,,,E
8653,Just Dance: Disney Party,X360,2016.0,Misc,Ubisoft,0.13,0.02,0.0,0.02,0.16,,,,,E
8654,The Sims 3: Seasons,PC,2016.0,Simulation,Electronic Arts,0.0,0.14,0.0,0.02,0.16,73.0,12.0,7.5,48.0,T
8655,Our House,DS,2013.0,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16,,,,,E
8656,Bakugan Battle Brawlers: Defenders of the Core,Wii,2014.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,,,,,E10+
8657,Scarface: Money. Power. Respect.,PSP,2010.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,58.0,12.0,3.1,15.0,M
8658,Angry Birds Star Wars,XOne,2017.0,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,4.0,6.9,63.0,E
8659,Sid Meiers Pirates!,Wii,2014.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,,,,,
8660,Blitz: The League,X360,2010.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,69.0,23.0,6.5,14.0,M
8661,Ghost in the Shell: Stand Alone Complex,PS2,2008.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,,,,
8662,Battle Soccer: Field no Hasha,SNES,1996.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,,,,,
8663,NBA 2K12,PC,2015.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,E
8664,Take A Breaks: Puzzle Master,DS,2013.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16,,,,,
8665,Ener-G: Dance Squad,DS,2012.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,,,E
8666,Rudolph the Red-Nosed Reindeer,Wii,2014.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,,,,,E
8667,FlatOut 2,PS2,2010.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,73.0,44.0,7.5,27.0,T
8668,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2010.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,64.0,20.0,7.8,17.0,T
8669,Despicable Me: The Game,PSP,2014.0,Platform,D3Publisher,0.05,0.08,0.0,0.03,0.16,,,,,
8670,Heroes over Europe,PS3,2013.0,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,62.0,34.0,7.0,16.0,T
8671,FIFA Soccer 96,PS,1999.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,
8672,NCAA Final Four 2001,PS,2004.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,55.0,7.0,,,E
8673,J-League Jikkyou Winning Eleven 2000,PS,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,,,,,
8674,Eve: The Lost One,SAT,2002.0,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16,,,,,
8675,TNA iMPACT!,Wii,2012.0,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16,,,,,
8676,Klonoa,Wii,2012.0,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77.0,37.0,8.6,40.0,E10+
8677,Watchmen: The End is Nigh - The Complete Experience,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.08,0.06,0.0,0.02,0.16,,,,,
8678,Konami Krazy Racers,GBA,2005.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,78.0,9.0,,,E
8679,Solitaire Overload Plus,DS,2014.0,Misc,Telegames,0.15,0.0,0.0,0.01,0.16,,,,,E
8680,Saturday Night Slam Masters,SNES,1998.0,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,,,,,
8681,F-Zero: GP Legend,GBA,2007.0,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,77.0,31.0,8.5,18.0,E
8682,Bulletstorm,PC,2015.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,82.0,34.0,7.7,771.0,M
8683,Racing Lagoon,PS,2003.0,Racing,Square,0.0,0.0,0.15,0.01,0.16,,,,,
8684,Vegas Party,Wii,2013.0,Misc,Storm City Games,0.15,0.0,0.0,0.01,0.16,33.0,6.0,,,T
8685,Mr. Driller 2,GBA,2005.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,62.0,16.0,,,E
8686,Putty Squad,PS4,2017.0,Platform,System 3,0.06,0.07,0.0,0.03,0.16,38.0,8.0,2.9,52.0,E10+
8687,Fantasia: Music Evolved,XOne,2018.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.16,77.0,48.0,7.5,67.0,E10+
8688,The Walking Dead: Season One,XOne,2018.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,,,,,
8689,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2013.0,Sports,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8690,Around the World in 80 Days,DS,2014.0,Action,PlayV,0.0,0.14,0.0,0.02,0.16,,,,,E
8691,Burger Island,DS,2012.0,Action,Destineer,0.15,0.0,0.0,0.01,0.16,,,,,E
8692,Field Commander,PSP,2010.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,77.0,53.0,7.8,31.0,T
8693,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2011.0,Misc,505 Games,0.15,0.0,0.0,0.01,0.16,,,,,
8694,Custom Robo Arena,DS,2010.0,Fighting,Nintendo,0.01,0.02,0.12,0.0,0.16,74.0,22.0,8.3,27.0,E10+
8695,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2013.0,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,,,,,
8696,Power Rangers Double Pack,GBA,2009.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,,,,
8697,Imagine: Ice Champions,DS,2011.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,,,,,E
8698,Transformer: Rise of the Dark Spark,X360,2018.0,Action,Activision,0.09,0.06,0.0,0.01,0.16,,,,,
8699,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,2002.0,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,,,,,
8700,FIFA Soccer 97,PS,2000.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,
8701,Shaun White Skateboarding,X360,2014.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,T
8702,We Dance,Wii,2015.0,Misc,Nordic Games,0.0,0.14,0.0,0.02,0.16,,,,,
8703,Dragon Ball: Origins 2,DS,2014.0,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,70.0,22.0,,,T
8704,Puzzle Quest: Galactrix,DS,2013.0,Puzzle,D3Publisher,0.14,0.0,0.0,0.01,0.16,75.0,33.0,6.7,6.0,E10+
8705,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2012.0,Action,Activision,0.12,0.02,0.0,0.02,0.16,,,,,
8706,Psychic Force,PS,2000.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,,,,,
8707,Trigger Man,PS2,2008.0,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,32.0,4.0,4.8,16.0,T
8708,StarBlade \xce\xb1,PS,1999.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16,,,,,
8709,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8710,Wildstar,PC,2018.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,0.16,82.0,52.0,7.4,965.0,T
8711,Family Party: 30 Great Games Outdoor Fun,Wii,2013.0,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,,,,,E10+
8712,Culdcept,3DS,2016.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,,,,
8713,Tiger Woods PGA Tour 2004,GC,2007.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,89.0,16.0,8.4,8.0,E
8714,Rudolph the Red-Nosed Reindeer,DS,2014.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,,,,,E
8715,Amped 3,X360,2009.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72.0,49.0,7.1,36.0,T
8716,Innocent Life: A Futuristic Harvest Moon,PSP,2010.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67.0,22.0,7.8,24.0,E
8717,MX 2002 Featuring Ricky Carmichael,GBA,2005.0,Racing,THQ,0.11,0.04,0.0,0.0,0.16,,,,,
8718,Halo Triple Pack,X,2009.0,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,,,,,
8719,Street Racer,PS,2000.0,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16,,,,,
8720,Bomberman Land Touch! 2,DS,2011.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,,,,,
8721,NBA 2K3,GC,2006.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16,84.0,11.0,6.3,4.0,E
8722,NHL 2005,X,2008.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,E
8723,Arcana Heart,PS2,2011.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,77.0,12.0,8.1,8.0,T
8724,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8725,Homefront: The Revolution,XOne,2020.0,Shooter,Deep Silver,0.07,0.08,0.0,0.01,0.16,49.0,12.0,4.1,106.0,M
8726,Battlestar Galactica,PS2,2007.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66.0,22.0,6.8,6.0,T
8727,Time Hollow,DS,2012.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,64.0,24.0,7.8,21.0,T
8728,Akibas Trip: Undead & Undressed,PSV,2017.0,Action,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.16,,,,,
8729,Medieval Games,Wii,2013.0,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,,,5.9,13.0,E10+
8730,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2015.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16,,,,,
8731,Tak and the Guardians of Gross,Wii,2012.0,Action,THQ,0.14,0.0,0.0,0.01,0.16,63.0,5.0,8.0,5.0,E10+
8732,Yu-Gi-Oh! 5Ds: Duel Transer,Wii,2014.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,,,,,
